id,name,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,weight_class,age,win_ratio,experience
99c7610aa74995d3,Cathal Pendred,The Punisher,17,4,1,185.42,77.11,190.5,Orthodox,1987-09-02,2.49,44,3.01,55,2.46,23,83,0.4,Middleweight,38.0,0.8095238095238095,22
dcdd511ff757f15c,Oli Thompson,Unknown,17,10,0,185.42,109.77,190.5,Orthodox,1980-01-02,1.66,46,5.31,46,0.0,0,50,0.5,Heavyweight,45.0,0.6296296296296297,27
a26198ba5093147e,TJ Grant,Unknown,21,5,0,177.8,70.31,182.88,Orthodox,1984-02-26,3.95,54,3.21,56,1.63,43,36,0.6,Welterweight,41.0,0.8076923076923077,26
2153a7f8396a46cc,Luiz Dutra,Besouro,13,6,1,180.34,77.11,,Orthodox,1982-05-06,3.92,50,4.8,41,0.0,0,100,0.0,Middleweight,43.0,0.6842105263157895,20
064b7dc68d786254,Cain Carrizosa,The Insane,10,3,0,172.72,70.31,,Orthodox,1986-07-22,2.72,42,5.8,51,0.0,0,14,0.0,Welterweight,39.0,0.7692307692307693,13
88cd34d836b4ebcd,Teruto Ishihara,Yashabo,10,7,2,170.18,61.23,175.26,Southpaw,1991-07-23,3.26,44,3.63,53,0.5,16,30,0.0,Featherweight,34.0,0.5882352941176471,19
f1175ea3aafbf351,Hu Yaozong,Totoro,3,3,0,190.5,83.91,182.88,Orthodox,1995-04-07,3.35,48,5.09,35,0.0,0,33,0.4,Light Heavyweight,30.0,0.5,6
fb37795db81f93f3,Bogdan Grad,The Unleashed,15,3,0,172.72,65.77,177.8,Orthodox,1995-09-28,4.44,51,5.4,49,3.31,36,75,0.0,Featherweight,30.0,0.8333333333333334,18
826475cc758e60e6,Rob Wilkinson,Razor,11,2,0,190.5,83.91,203.2,Orthodox,1992-02-22,2.74,50,5.66,39,4.47,25,0,0.0,Light Heavyweight,33.0,0.8461538461538461,13
7c9c6a884be167fe,Jin Soo Son,Unknown,9,4,0,167.64,61.23,175.26,Orthodox,1993-04-01,5.1,36,7.63,52,1.5,25,100,0.0,Featherweight,32.0,0.6923076923076923,13
809bd1a871491508,Terrance McKinney,T. Wrecks,17,7,0,177.8,70.31,185.42,Switch,1994-09-15,5.78,56,2.58,47,3.59,40,77,2.2,Welterweight,31.0,0.7083333333333334,24
d549cefc7c54ab78,Reinier de Ridder,RdR,21,2,0,193.04,83.91,198.12,Southpaw,1990-09-07,2.95,52,2.44,50,2.86,27,66,0.6,Light Heavyweight,35.0,0.9130434782608695,23
f348d05403fad037,Dan Bobish,Unknown,17,9,0,187.96,156.49,,Southpaw,1970-01-26,2.06,44,1.74,34,2.44,42,0,1.6,Super Heavyweight,55.0,0.6538461538461539,26
f7be1db194e03d7e,Pedro Falcao,Pedrinho,16,5,0,167.64,61.23,167.64,Orthodox,1992-07-30,3.21,48,3.39,50,2.73,25,66,0.0,Featherweight,33.0,0.7619047619047619,21
8b69839f3555a67b,Martin Kampmann,The Hitman,20,7,0,182.88,77.11,182.88,Orthodox,1982-04-17,3.22,42,3.28,62,1.86,41,78,2.0,Middleweight,43.0,0.7407407407407407,27
74f9448b97bf8bec,Da Woon Jung,Sseda,15,6,1,193.04,92.99,198.12,Orthodox,1993-12-07,3.24,40,4.23,49,1.59,47,75,0.2,Light Heavyweight,32.0,0.7142857142857143,22
9f5e3c20ce40b344,Klaudia Sygula,Unknown,7,2,0,172.72,61.23,175.26,Orthodox,1998-12-30,5.3,53,4.73,57,0.7,20,33,0.0,Featherweight,27.0,0.7777777777777778,9
8e5d953bdb9ae5e7,Loopy Godinez,Unknown,14,5,0,157.48,52.16,154.94,Orthodox,1993-09-06,4.28,48,3.87,61,3.12,47,81,0.9,Flyweight,32.0,0.7368421052631579,19
f8fe2053d73d7bcf,Nick Catone,The Jersey Devil,10,4,0,182.88,83.91,182.88,Southpaw,1981-09-01,2.11,44,2.32,63,3.71,44,83,0.5,Light Heavyweight,44.0,0.7142857142857143,14
318e629d1eb7aa49,Richie Hightower,The Dirty Samurai,8,4,0,172.72,77.11,,Orthodox,1974-11-26,4.62,35,6.92,21,3.46,100,100,0.0,Middleweight,51.0,0.6666666666666666,12
bbfca6d5c27d9cd8,Edwin Figueroa,El Feroz,9,5,0,170.18,61.23,175.26,Orthodox,1984-07-31,2.57,39,3.06,51,0.2,100,37,0.6,Featherweight,41.0,0.6428571428571429,14
f2477cf43c4975cc,Jonathan Martinez,Dragon,19,6,0,172.72,61.23,177.8,Southpaw,1994-04-20,4.44,49,4.09,56,0.38,35,68,0.1,Featherweight,31.0,0.76,25
feedf3053472fe56,Charles Radtke,Chuck Buffalo,10,5,0,175.26,77.11,182.88,Orthodox,1990-07-09,3.11,49,3.66,52,0.49,12,100,0.0,Middleweight,35.0,0.6666666666666666,15
7dfb56f24fe5ddea,Bobby Nash,Unknown,8,4,0,182.88,77.11,187.96,Orthodox,1990-03-26,3.42,37,3.95,51,2.37,33,100,1.6,Middleweight,35.0,0.6666666666666666,12
afaad7d6a581e307,Bobby Hoffman,The Truth,36,10,1,187.96,111.13,,Orthodox,1968-10-28,2.02,70,1.32,19,1.17,50,0,1.2,Heavyweight,57.0,0.782608695652174,47
84a067c46306a737,Sam Hoger,The Alaskan Assassin,10,4,0,187.96,92.99,,Orthodox,1980-06-28,1.07,25,2.25,57,1.12,38,29,1.3,Light Heavyweight,45.0,0.7142857142857143,14
4665f9f909cd7214,Shinsho Anzai,Animal,10,3,0,170.18,77.11,177.8,Orthodox,1985-12-01,3.23,58,3.75,45,1.83,16,75,0.0,Middleweight,40.0,0.7692307692307693,13
6c7020b859c7a3ce,Edimilson Souza,Kevin,15,5,0,182.88,65.77,187.96,Orthodox,1984-10-17,4.65,44,2.91,58,0.0,0,50,0.0,Featherweight,41.0,0.75,20
f57dd0bfa8c17813,Mark De La Rosa,Bumblebee,11,5,0,167.64,61.23,165.1,Orthodox,1994-08-31,3.13,35,5.0,48,0.54,13,40,0.2,Featherweight,31.0,0.6875,16
c9bbf1a0285a8076,Jeff Cox,The Grinder,10,7,0,177.8,70.31,,Orthodox,1968-08-02,0.56,25,1.69,33,4.23,50,80,0.0,Welterweight,57.0,0.5882352941176471,17
2db7fa8db6bc9632,Shane Nelson,Sugar,16,7,0,175.26,70.31,177.8,Southpaw,1984-11-29,1.38,31,2.84,61,1.31,18,54,1.6,Welterweight,41.0,0.6956521739130435,23
1c3f5e85b59ec710,Brian Johnston,Unknown,5,5,0,190.5,104.33,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Heavyweight,,0.5,10
92b36014314b028b,Peggy Morgan,The Daywalker,4,4,0,185.42,61.23,,Unknown,1979-12-16,2.27,23,8.2,33,0.0,0,50,0.0,Featherweight,46.0,0.5,8
37ed1ab2f8b819f4,Brad Riddell,Quake,10,4,0,170.18,70.31,180.34,Orthodox,1991-09-30,4.71,53,3.53,53,1.77,36,63,0.0,Welterweight,34.0,0.7142857142857143,14
3414b50b08a10600,Antonio McKee,Mandingo,29,6,2,172.72,70.31,,Southpaw,1970-03-12,1.37,45,0.74,74,1.47,33,57,0.0,Welterweight,55.0,0.8285714285714286,37
c06d554ce1713fd3,Danny Mitchell,The Cheesecake Assassin,19,9,1,187.96,77.11,,Orthodox,1986-08-08,2.53,49,2.53,52,0.0,0,100,3.0,Middleweight,39.0,0.6785714285714286,29
e86bc32f5997a8f7,Forrest Petz,The Meat Cleaver,26,10,0,175.26,77.11,180.34,Orthodox,1975-09-22,2.27,29,2.2,57,1.3,100,66,0.0,Middleweight,50.0,0.7222222222222222,36
1f9c371c93dfd3a9,Ryan McGillivray,The Kid,12,0,1,180.34,77.11,,Unknown,1986-09-27,1.27,20,2.2,52,0.0,0,44,0.0,Middleweight,39.0,1.0,13
7a359ef685a304a7,Amaury Bitetti,Unknown,5,2,0,175.26,83.91,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Light Heavyweight,,0.7142857142857143,7
33e00249ef08d3a4,Jake Lindsey,The Librarian,12,7,0,180.34,70.31,,Switch,1986-06-21,3.44,52,4.01,46,0.65,33,50,0.0,Welterweight,39.0,0.631578947368421,19
f3a853544e4413c4,Anthony Lapsley,The Recipe,23,7,0,175.26,77.11,,Southpaw,1980-02-13,0.53,34,0.58,66,0.0,0,20,0.0,Middleweight,45.0,0.7666666666666667,30
e51fcd9cd84c0b93,Michel Prazeres,Tractor,26,4,0,167.64,77.11,170.18,Orthodox,1981-07-25,2.38,47,2.51,57,3.94,36,47,0.6,Middleweight,44.0,0.8666666666666667,30
51b0bb73a1da34bc,Mike Ciesnolevicz,Unknown,19,4,0,182.88,106.59,,Orthodox,1979-10-28,0.51,50,4.62,57,0.0,0,20,5.1,Heavyweight,46.0,0.8260869565217391,23
f00ac08ab056af5d,Tagir Ulanbekov,Unknown,17,2,0,170.18,56.7,177.8,Southpaw,1991-08-07,3.37,49,3.36,52,2.94,38,62,1.6,Flyweight,34.0,0.8947368421052632,19
f7a7f7118d4b01b6,Lyoto Machida,The Dragon,24,8,0,185.42,83.91,187.96,Southpaw,1978-05-30,2.59,53,1.57,61,1.21,65,75,0.4,Light Heavyweight,47.0,0.75,32
1d36f1ac66cf689d,Josh Shockley,Unknown,11,4,0,185.42,70.31,,Orthodox,1989-11-15,1.4,33,1.75,60,0.0,0,61,0.8,Welterweight,36.0,0.7333333333333333,15
a54fc2d6fc224dc3,Jamie Varner,Unknown,21,11,1,172.72,70.31,180.34,Orthodox,1984-10-12,2.92,34,2.55,58,3.49,53,66,0.8,Welterweight,41.0,0.65625,33
9eb069062a0cfc13,Nolan Ticman,Unknown,4,3,0,167.64,56.7,,Orthodox,1988-05-17,2.57,47,2.53,67,0.0,0,60,0.0,Flyweight,37.0,0.5714285714285714,7
39d91e95949de3d9,Felicia Spencer,FeeNom,9,3,0,167.64,65.77,172.72,Orthodox,1990-11-29,3.21,48,4.54,45,1.18,18,27,0.2,Featherweight,35.0,0.75,12
c21a036b4e012f1c,John Makdessi,The Bull,18,9,0,172.72,70.31,172.72,Orthodox,1985-05-03,5.52,49,4.15,68,0.0,0,86,0.0,Welterweight,40.0,0.6666666666666666,27
a7ddae0be8b78147,Jessamyn Duke,The Gun,3,5,0,180.34,61.23,185.42,Orthodox,1986-06-24,4.83,53,4.43,57,1.27,36,50,1.9,Featherweight,39.0,0.375,8
cfb65863d5099327,Thales Leites,Unknown,28,9,0,185.42,83.91,198.12,Orthodox,1981-09-06,2.13,40,2.99,52,2.1,27,30,1.1,Light Heavyweight,44.0,0.7567567567567568,37
69888118d968ba52,Joshua Weems,Wide Open,11,3,0,172.72,61.23,175.26,Orthodox,1994-05-05,5.25,64,3.34,61,4.77,40,100,0.0,Featherweight,31.0,0.7857142857142857,14
f95381efb3051d81,Hugo Viana,Wolverine,8,4,0,167.64,61.23,170.18,Orthodox,1982-09-26,3.05,38,3.2,57,0.22,6,50,0.0,Featherweight,43.0,0.6666666666666666,12
87f19d19f4cb73f8,Bibulatov Magomed,Chaborz,14,2,0,165.1,56.7,165.1,Orthodox,1988-08-22,3.6,51,1.83,52,2.85,40,75,0.0,Flyweight,37.0,0.875,16
852454c572675334,James Wilks,Lightning,7,4,0,185.42,77.11,190.5,Orthodox,1978-05-04,1.82,45,2.03,50,1.27,22,66,3.8,Middleweight,47.0,0.6363636363636364,11
ffd3224638c01b57,Jean Matsumoto,Unknown,17,1,0,167.64,61.23,172.72,Orthodox,1999-09-09,5.43,41,5.43,48,2.14,41,53,0.6,Featherweight,26.0,0.9444444444444444,18
1d239d571e342453,Germaine de Randamie,The Iron Lady,10,5,0,175.26,61.23,180.34,Orthodox,1984-04-24,2.57,46,2.0,65,0.0,0,65,0.4,Featherweight,41.0,0.6666666666666666,15
f62850b3c7480db9,Keith Mielke,Unknown,0,5,0,172.72,83.91,,Unknown,,0.0,0,0.0,0,0.0,0,0,0.0,Light Heavyweight,,0.0,5
f72465a784c1b084,Jessica Eye,Evil,15,11,0,167.64,56.7,167.64,Orthodox,1986-07-27,3.86,37,4.19,55,0.58,40,57,0.5,Flyweight,39.0,0.5769230769230769,26
de594b35c45c2e9a,Eduarda Moura,Ronda,12,1,0,167.64,56.7,170.18,Orthodox,1994-02-28,3.04,37,2.47,61,3.73,37,80,0.3,Flyweight,31.0,0.9230769230769231,13
75a6a390fd5dca46,Juliana Lima,Ju Thai,9,5,0,165.1,52.16,165.1,Orthodox,1982-03-15,1.94,44,2.11,55,1.72,31,70,0.0,Flyweight,43.0,0.6428571428571429,14
de75d1c45a39e221,Sergio Pettis,Unknown,18,5,0,167.64,56.7,175.26,Orthodox,1993-08-18,3.88,37,2.91,65,0.85,40,67,0.4,Flyweight,32.0,0.782608695652174,23
058e4e08a1ad8aba,Dale Hartt,Unknown,6,3,0,177.8,70.31,175.26,Orthodox,1979-04-04,1.14,35,1.55,66,1.22,100,25,2.5,Welterweight,46.0,0.6666666666666666,9
21321cdfba797c52,Derrick Noble,The Eraser,27,15,1,175.26,77.11,,Southpaw,1978-08-14,6.21,40,3.79,59,0.0,0,0,0.0,Middleweight,47.0,0.6428571428571429,43
69a400af4420cd6a,Andreas Stahl,Real Steel,10,4,0,180.34,77.11,,Orthodox,1988-05-20,2.83,37,4.74,57,1.55,66,80,0.0,Middleweight,37.0,0.7142857142857143,14
2a4200ead401a9ce,Carls John De Tomas,Unknown,6,2,0,165.1,56.7,180.34,Southpaw,1996-08-28,1.74,37,3.93,44,1.37,33,66,0.0,Flyweight,29.0,0.75,8
2cfba6c837c03ed0,Patchy Mix,No Love,20,2,0,180.34,61.23,177.8,Southpaw,1993-08-16,8.13,40,11.53,42,0.0,0,0,0.0,Featherweight,32.0,0.9090909090909091,22
51c655162e462ceb,Shannon Ross,The Turkish Delight,13,9,0,167.64,56.7,167.64,Switch,1989-05-12,5.96,39,7.39,55,0.0,0,100,0.0,Flyweight,36.0,0.5909090909090909,22
33efaf2d0941cfcf,Andre Fialho,Unknown,16,8,0,182.88,77.11,187.96,Orthodox,1994-04-07,3.3,41,6.26,45,0.25,100,66,0.0,Middleweight,31.0,0.6666666666666666,24
3ec1e4ba98c9c85a,JC Cottrell,Unknown,17,5,0,175.26,70.31,,Orthodox,1989-11-04,0.79,25,2.75,45,0.79,100,50,0.0,Welterweight,36.0,0.7727272727272727,22
36e78278a77006d4,Connor Matthews,The Controller,7,4,0,172.72,65.77,180.34,Switch,1992-05-31,4.82,43,6.06,55,3.24,55,46,0.7,Featherweight,33.0,0.6363636363636364,11
5ef0088c1b19beeb,Bryan Caraway,Kid Lightning,21,9,0,172.72,61.23,172.72,Orthodox,1984-08-04,2.53,34,3.61,54,2.57,25,80,0.8,Featherweight,41.0,0.7,30
ee779c43a8926d52,Rashad Evans,Suga,19,8,1,182.88,92.99,190.5,Orthodox,1979-09-25,2.14,37,2.42,63,2.98,44,73,0.0,Light Heavyweight,46.0,0.7037037037037037,28
b369533a577fa97c,Dan Christison,The Sandman,20,7,0,203.2,120.2,,Orthodox,1972-04-26,4.23,51,3.88,54,0.0,0,37,1.1,Heavyweight,53.0,0.7407407407407407,27
d4270315cbcf2569,Jacob Malkoun,Mamba,8,3,0,175.26,83.91,185.42,Orthodox,1995-08-26,3.86,56,2.48,52,6.62,42,20,0.4,Light Heavyweight,30.0,0.7272727272727273,11
2299605af59fd309,Emmanuel Yarborough,Unknown,1,2,0,203.2,349.27,,Open Stance,1960-09-05,0.0,0,0.0,0,0.0,0,0,0.0,Super Heavyweight,65.0,0.3333333333333333,3
9d83f6da776ff7d6,Roman Kopylov,Unknown,14,4,0,182.88,83.91,190.5,Southpaw,1991-05-04,4.74,50,5.08,53,1.02,42,87,0.0,Light Heavyweight,34.0,0.7777777777777778,18
7cec3c4a5e7b6d68,Daniel Frunza,Unknown,9,3,0,185.42,77.11,185.42,Orthodox,1994-04-13,6.3,40,6.67,56,0.0,0,60,0.0,Middleweight,31.0,0.75,12
a17ad5a5048e8c3f,Darren Stewart,The Dentist,12,8,0,182.88,92.99,187.96,Orthodox,1990-12-30,3.05,45,3.29,48,1.75,45,67,0.1,Light Heavyweight,35.0,0.6,20
b62d5280966b2460,Clayton Carpenter,Unknown,8,1,0,167.64,56.7,167.64,Orthodox,1996-06-09,3.91,55,2.75,55,2.23,46,42,1.5,Flyweight,29.0,0.8888888888888888,9
9450848a71d53776,Lorenz Larkin,The Monsoon,18,6,0,180.34,77.11,182.88,Orthodox,1986-09-03,3.53,46,2.74,63,0.27,42,79,0.1,Middleweight,39.0,0.75,24
87f8699fdcc2c404,Alice Ardelean,Unknown,10,7,0,160.02,52.16,157.48,Orthodox,1992-04-19,6.73,44,5.04,57,1.0,50,87,0.0,Flyweight,33.0,0.5882352941176471,17
30ea504870f8597b,Josh Stansbury,The Sandman,4,8,0,187.96,92.99,187.96,Orthodox,1984-11-19,3.22,54,3.54,54,0.0,0,87,1.0,Light Heavyweight,41.0,0.3333333333333333,12
e13abac8089a801a,Justin Tafa,Bad Man,7,5,0,182.88,119.75,187.96,Southpaw,1993-12-13,4.05,54,5.11,47,0.0,0,53,0.0,Heavyweight,32.0,0.5833333333333334,12
cc81c92fe2254935,Tom Gallicchio,Da Tank,19,10,0,177.8,77.11,,Southpaw,1986-09-23,3.53,26,7.07,43,1.0,11,0,0.0,Middleweight,39.0,0.6551724137931034,29
22aa91e402d0fe1f,Ramsey Nijem,Unknown,9,6,0,180.34,70.31,190.5,Orthodox,1988-04-01,3.05,44,1.62,62,5.32,62,55,1.1,Welterweight,37.0,0.6,15
86bace9e4ad85542,Xiao Long,Unknown,27,9,0,172.72,61.23,177.8,Orthodox,1998-04-13,5.4,50,4.27,50,0.84,25,77,0.0,Featherweight,27.0,0.75,36
8163cd7de0342652,Erick Montano,Perry,7,5,0,182.88,77.11,185.42,Orthodox,1985-11-19,2.79,44,2.06,64,2.29,36,66,0.0,Middleweight,40.0,0.5833333333333334,12
77350fd0e6d1dba8,Lisa Ellis,Unknown,15,11,0,162.56,52.16,,Unknown,1982-11-15,1.68,48,2.32,57,4.19,63,50,0.6,Flyweight,43.0,0.5769230769230769,26
c7e9d15cfce52f1d,Tim Lajcik,The Bohemian,7,6,1,185.42,102.06,,Orthodox,1965-06-21,0.0,0,0.0,0,0.0,0,0,0.0,Heavyweight,60.0,0.5384615384615384,14
4ba8d454f762005d,Zak Cummings,Unknown,25,7,0,182.88,92.99,190.5,Southpaw,1984-08-02,2.96,35,2.91,55,0.62,28,66,0.6,Light Heavyweight,41.0,0.78125,32
fb3e61720be4690c,Mike Davis,Beast Boy,12,3,0,182.88,70.31,182.88,Orthodox,1992-10-07,4.73,53,5.23,54,2.4,44,60,0.8,Welterweight,33.0,0.8,15
470fedbc8563ac47,Daniel Omielanczuk,Unknown,19,8,1,182.88,112.04,187.96,Southpaw,1982-08-31,3.09,57,3.29,47,0.56,26,68,0.1,Heavyweight,43.0,0.7037037037037037,28
bad8be5827ea1bf1,Chris Heatherly,Stump,9,4,0,175.26,70.31,,Orthodox,1987-11-24,1.08,45,2.67,52,3.39,50,100,0.7,Welterweight,38.0,0.6923076923076923,13
b406da701c479076,Ernest Chavez,EJ,10,2,0,172.72,65.77,177.8,Orthodox,1983-06-27,2.79,40,3.89,59,0.89,33,50,0.0,Featherweight,42.0,0.8333333333333334,12
a2b06ca02bca14c0,Harold Howard,Unknown,1,3,0,187.96,108.86,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0,Heavyweight,,0.25,4
